customerID,Sum of tenure,PaymentMethod,Sum of MonthlyCharges
8219-VYBVI,39,Mailed check,25
8220-OCUFY,21,Electronic check,60.25
8221-EQDGL,35,Mailed check,61
8221-HVAYI,35,Credit card (automatic),69.15
8224-DWCKX,12,Credit card (automatic),73.3
8224-IVVPA,27,Mailed check,56.7
8224-KDLKN,72,Bank transfer (automatic),25
8224-UAXBZ,58,Electronic check,45.35
8225-BTJAU,10,Electronic check,79.25
8226-BXGES,64,Bank transfer (automatic),89.45
8229-BUJHX,71,Bank transfer (automatic),20.5
8229-MYEJZ,10,Electronic check,51.2
8229-TNIQA,4,Mailed check,45.3
8231-BSWXX,71,Credit card (automatic),79.05
8232-CTLKO,66,Electronic check,59.75
8232-UTFOZ,69,Credit card (automatic),19.95
8234-GSZYK,43,Bank transfer (automatic),26.45
8237-ULIXL,72,Credit card (automatic),24.85
8241-JUIQO,61,Bank transfer (automatic),19.45
8242-JSVBO,7,Bank transfer (automatic),44.65
8242-PDSGJ,70,Credit card (automatic),39.15
8242-SOQUO,5,Electronic check,84.7
8245-UMPYT,16,Electronic check,96.4
8246-SHFGA,17,Credit card (automatic),21.1
8249-THVEC,51,Mailed check,19.4
8250-ZNGGW,5,Credit card (automatic),59.9
8257-RZAHR,14,Bank transfer (automatic),64.7
8258-GSTJK,3,Electronic check,77
8259-DZLIZ,64,Bank transfer (automatic),53.85
8259-NFJTV,7,Mailed check,34.65
8260-NGFNY,1,Mailed check,25.2
8261-GWDBQ,60,Bank transfer (automatic),116.05
8262-COGGB,1,Mailed check,20.45
8263-JQAIK,2,Mailed check,24.45
8263-OKETD,20,Credit card (automatic),68.9
8263-QMNTJ,72,Electronic check,115.55
8265-HKSOW,72,Credit card (automatic),107.45
8266-VBFQL,4,Electronic check,90.4
8267-KFGYD,1,Mailed check,21.05
8267-ZNYVZ,33,Electronic check,103.75
8268-YDIXR,56,Electronic check,93.15
8270-RKSAP,9,Electronic check,70.5
8272-ONJLV,12,Electronic check,95.7
8276-MQBYC,51,Electronic check,97.8
8277-RVRSV,33,Credit card (automatic),24.15
8280-MQRQN,1,Mailed check,50.45
8285-ABVLB,70,Credit card (automatic),19.85
8286-AFUYI,1,Electronic check,47.95
8290-YWKHZ,32,Electronic check,93.2
8292-FRFZQ,39,Bank transfer (automatic),41.15
8292-ITGYJ,45,Bank transfer (automatic),24.65
8292-TYSPY,19,Credit card (automatic),55
8294-UIMBA,30,Bank transfer (automatic),94.4
8295-FHIVV,7,Mailed check,19.4
8295-KMENE,59,Mailed check,76.45
8305-VHZBZ,1,Mailed check,20.2
8309-IEYJD,1,Mailed check,70.6
8309-PPCED,72,Bank transfer (automatic),110.45
8311-UEUAB,67,Electronic check,75.5
8313-AFGBW,47,Electronic check,73.6
8313-KTIHG,4,Electronic check,61.3
8313-NDOIA,24,Electronic check,104.15
8314-DPQHL,9,Mailed check,50.8
8314-HTWVE,7,Mailed check,19.85
8316-BBQAY,65,Credit card (automatic),59.95
8317-BVKSO,14,Electronic check,20.05
8318-LCNBW,35,Credit card (automatic),53.15
8319-QBEHW,26,Bank transfer (automatic),39.95
8325-QRPZR,7,Electronic check,75.15
8327-LZKAS,43,Electronic check,107.55
8327-WKMIE,37,Credit card (automatic),20.15
8328-SKJNO,23,Bank transfer (automatic),40.65
8329-GWVPJ,50,Bank transfer (automatic),69.75
8329-IBCTI,1,Mailed check,19.65
8329-UTMVM,27,Bank transfer (automatic),104.65
8331-ZXFOE,58,Credit card (automatic),71.1
8332-OSJDW,12,Mailed check,26.4
8336-TAVKX,72,Bank transfer (automatic),78.45
8337-MSSXB,14,Electronic check,86.3
8337-UPOAQ,10,Electronic check,89.8
8338-QIUNR,72,Credit card (automatic),66.5
8344-WFMFH,9,Electronic check,50.1
8345-MVDYC,45,Bank transfer (automatic),81.65
8347-GDTMP,64,Credit card (automatic),19.45
8348-HFYIV,2,Electronic check,49.25
8348-JLBUG,64,Credit card (automatic),80.3
8350-NYMVI,39,Bank transfer (automatic),41.1
8356-WUAOJ,1,Electronic check,45
8357-EQXFO,7,Electronic check,95.35
8361-LBRDI,58,Credit card (automatic),24.35
8361-LTMKD,4,Mailed check,74.4
8364-TRMMK,3,Mailed check,50.65
8372-JUXUI,1,Electronic check,74.35
8374-UULRV,72,Credit card (automatic),86.05
8374-XGEJJ,43,Electronic check,101
8375-DKEBR,1,Electronic check,69.6
8375-KVTHK,68,Electronic check,100.3
8378-LKJAF,38,Credit card (automatic),101.15
8380-MQINP,55,Mailed check,20.3
8380-PEFPE,1,Electronic check,71.65
8382-SHQEH,8,Electronic check,84.9
8383-SGHJU,33,Electronic check,59.4
8384-FZBJK,57,Electronic check,100.6
8387-MOJJT,42,Credit card (automatic),77.95
8387-UGUSU,15,Mailed check,20.05
8388-DMKAE,8,Mailed check,20.25
8388-FYNPZ,4,Electronic check,56.75
8390-FESFV,62,Bank transfer (automatic),84.5
8393-DLHGA,25,Electronic check,95.9
8393-JMVMB,1,Mailed check,19.45
8395-ETZKQ,68,Bank transfer (automatic),19.5
8397-MVTAZ,34,Electronic check,100.05
8398-TBIYD,72,Bank transfer (automatic),84.7
8399-YNDCH,21,Bank transfer (automatic),60.05
8400-WZICQ,55,Electronic check,55.7
8401-EMUWF,42,Bank transfer (automatic),69.4
8402-EIVQS,67,Credit card (automatic),100.9
8402-OOOHJ,41,Mailed check,20.65
8404-FYDIB,26,Credit card (automatic),86.65
8404-GFGCZ,4,Electronic check,65.6
8404-VIOMB,66,Bank transfer (automatic),62.5
8404-VLQFB,15,Electronic check,25.25
8405-IGQFX,63,Credit card (automatic),90.05
8406-LNMHF,59,Credit card (automatic),82.95
8409-WQJUX,25,Electronic check,54.2
8410-BGQXN,4,Mailed check,19.4
8413-VONUO,2,Electronic check,95.65
8413-YNHNV,69,Mailed check,90.65
8414-MYSHR,5,Electronic check,91.4
8414-OOEEL,66,Credit card (automatic),79.5
8417-FMLZI,6,Credit card (automatic),83.55
8417-GSODA,28,Bank transfer (automatic),92.2
8421-WZOOW,57,Credit card (automatic),95.3
8429-XIBUM,22,Bank transfer (automatic),101.35
8430-TWCBX,49,Credit card (automatic),20.7
8433-WPJTV,65,Bank transfer (automatic),103.9
8433-WXGNA,2,Electronic check,75.7
8434-PNQZX,42,Credit card (automatic),78.45
8434-VGEQQ,61,Credit card (automatic),20.55
8436-BJUMM,26,Electronic check,83.75
8439-LTUGF,10,Credit card (automatic),20
8441-SHIPE,67,Bank transfer (automatic),25.6
8443-WVPSS,10,Electronic check,99.85
8443-ZRDBZ,4,Electronic check,76.05
8444-WRIDW,66,Credit card (automatic),80.45
8445-DNBAE,1,Electronic check,50.05
8450-JOVAH,2,Mailed check,56.7
8450-LUGUK,37,Bank transfer (automatic),24.1
8450-UYIBU,35,Electronic check,39.85
8454-AATJP,72,Credit card (automatic),115.05
8455-HIRAQ,8,Mailed check,44.45
8456-QDAVC,19,Bank transfer (automatic),78.7
8457-XIGKN,20,Credit card (automatic),19.6
8461-EFQYM,38,Electronic check,24.25
8464-EETCQ,57,Credit card (automatic),18.8
8465-SBRXP,38,Bank transfer (automatic),94.9
8466-PZBLH,67,Bank transfer (automatic),104.6
8467-WYNSR,22,Mailed check,55.1
8468-EHYJA,57,Electronic check,99.65
8468-FZTOE,72,Electronic check,74.35
8469-SNFFH,70,Bank transfer (automatic),79.4
8473-VUVJN,1,Electronic check,73.65
8474-UMLNT,13,Bank transfer (automatic),67.8
8480-PPONV,62,Bank transfer (automatic),115.55
8481-YYXWG,5,Electronic check,89.35
8485-GJCDN,5,Mailed check,69.05
8486-AYEQH,31,Electronic check,76.05
8490-BXHEO,18,Credit card (automatic),80.55
8495-LJDFO,64,Bank transfer (automatic),108.95
8495-PRWFH,42,Electronic check,55.65
8496-DMZUK,30,Bank transfer (automatic),90.4
8496-EJAUI,19,Credit card (automatic),73.85
8498-XXGWA,65,Mailed check,55.15
8499-BRXTD,18,Mailed check,20.1
8510-AWCXC,13,Electronic check,100.8
8510-BBWMU,41,Mailed check,19.75
8510-TMWYB,54,Bank transfer (automatic),59.8
8512-WIWYV,32,Credit card (automatic),20.35
8513-OLYGY,72,Credit card (automatic),115.8
8514-VZHEB,59,Mailed check,19.5
8515-OCTJS,25,Credit card (automatic),24.75
8519-IMDHU,15,Bank transfer (automatic),85.6
8519-QJGJD,14,Electronic check,75.35
8532-UEFWH,52,Mailed check,25.75
8535-SFUTN,61,Electronic check,106.45
8540-ZQGEA,54,Credit card (automatic),20.05
8541-QVFKM,8,Electronic check,73.5
8543-MSDMF,3,Electronic check,77.4
8544-GOQSH,14,Credit card (automatic),80.05
8544-JNBOX,72,Mailed check,20.8
8547-NSBBO,35,Mailed check,96.75
8548-AWOFC,66,Electronic check,63.85
8550-XSXUQ,48,Credit card (automatic),70.55
8552-OBVRU,48,Electronic check,104.5
8559-CIZFV,21,Mailed check,77.5
8559-WNQZS,1,Mailed check,20.45
8561-NMTBD,67,Credit card (automatic),112.35
8562-GHPPI,1,Credit card (automatic),19.8
8563-IIOXK,7,Electronic check,49.75
8563-OYMQY,17,Credit card (automatic),90.95
8564-LDKFL,40,Bank transfer (automatic),106
8565-CLBZW,24,Mailed check,89.85
8565-HBFNN,69,Credit card (automatic),107.2
8565-WUXZU,72,Credit card (automatic),84.8
8566-YPRGL,1,Mailed check,19.5
8570-KLJYJ,36,Mailed check,54.45
8571-ZCMCX,47,Credit card (automatic),60
8573-CGOCC,16,Credit card (automatic),19.75
8573-JGCZW,17,Bank transfer (automatic),19.65
8577-QSOCG,38,Mailed check,20.2
8580-AECUZ,1,Electronic check,79.1
8580-QVLOC,72,Credit card (automatic),92.45
8582-KRHPJ,50,Mailed check,35
8584-KMVXD,8,Electronic check,75.6
8587-XYZSF,67,Bank transfer (automatic),50.55
8590-OHDIW,38,Mailed check,20.3
8590-YFFQO,70,Credit card (automatic),64.95
8591-NXRCV,41,Bank transfer (automatic),74.65
8591-TKMZH,59,Mailed check,111.1
8592-PLTMQ,64,Mailed check,24.7
8593-WHYHV,3,Electronic check,85.3
8595-SIZNC,22,Bank transfer (automatic),25.6
8597-CTXVJ,70,Bank transfer (automatic),64.95
8597-CWYHH,43,Mailed check,94.35
8601-QACRS,5,Mailed check,50.6
8603-IJWDN,1,Electronic check,86.6
8605-ITULD,1,Mailed check,19.55
8606-CIQUL,72,Credit card (automatic),115.75
8606-OEGQZ,18,Credit card (automatic),25.3
8608-OZTLB,38,Electronic check,74.05
8610-WFCJF,49,Electronic check,95.6
8610-ZIKJJ,2,Mailed check,20.3
8612-GXIDD,12,Bank transfer (automatic),25.4
8614-VGMMV,15,Electronic check,49.1
8617-ENBDS,3,Credit card (automatic),73.6
8619-IJNDK,71,Credit card (automatic),64.05
8620-RJPZN,1,Electronic check,20.7
8621-MNIHH,34,Electronic check,94.25
8622-ZLFKO,6,Electronic check,90.75
8623-TMRBY,51,Electronic check,84.2
8623-ULFNQ,26,Electronic check,66.05
8624-GIOUT,49,Credit card (automatic),59.75
8625-AZYZY,24,Electronic check,104.65
8626-PTQGE,69,Bank transfer (automatic),60.05
8626-XHBIE,56,Mailed check,24.8
8627-EHGIP,44,Mailed check,53.95
8627-ZYGSZ,47,Electronic check,78.9
8628-MFKAX,72,Credit card (automatic),116.75
8630-FJLIB,18,Electronic check,69.8
8630-QSGXK,51,Bank transfer (automatic),75.2
8631-NBHFZ,66,Credit card (automatic),79.4
8631-WUXGY,46,Electronic check,99.8
8631-XVRZL,9,Mailed check,20.15
8634-CILSZ,69,Bank transfer (automatic),104.7
8634-MPHTR,47,Electronic check,100.05
8637-XJIVR,12,Electronic check,78.95
8639-NHQEI,72,Bank transfer (automatic),95.9
8640-SDGKB,4,Electronic check,74.4
8642-GVWRF,2,Bank transfer (automatic),79.7
8644-XLFBW,1,Electronic check,71.65
8644-XYTSV,42,Bank transfer (automatic),40.15
8645-KOMJQ,69,Bank transfer (automatic),81.95
8645-KWHJO,14,Electronic check,55
8646-JCOMS,66,Bank transfer (automatic),90.55
8647-SDTWQ,57,Electronic check,74.3
8648-PFRMP,14,Electronic check,46.35
8650-RHRKE,4,Electronic check,29.65
8651-ENBZX,60,Electronic check,106
8652-YHIYU,16,Credit card (automatic),79.5
8654-DHAOW,2,Mailed check,54.15
8659-HDIYE,64,Credit card (automatic),74.65
8659-IOOPU,71,Electronic check,100.45
8660-BUETV,3,Mailed check,44.75
8661-BOYNW,72,Credit card (automatic),84.4
8663-UPDGF,26,Bank transfer (automatic),69.5
8665-UTDHZ,1,Electronic check,30.2
8668-KNZTI,52,Electronic check,53.75
8670-ERCJH,72,Bank transfer (automatic),113.4
8670-MEFCP,36,Credit card (automatic),92.9
8671-KKKOS,46,Electronic check,45.55
8672-OAUPW,51,Credit card (automatic),47.85
8676-OOQEJ,4,Electronic check,30.5
8676-TRMJS,3,Mailed check,75
8677-HDZEE,56,Bank transfer (automatic),105.45
8679-JOEVF,16,Electronic check,59.4
8679-LZBMD,44,Bank transfer (automatic),90.65
8680-CGLTP,29,Electronic check,58.75
8681-ICONS,29,Mailed check,20.65
8685-WHQPW,22,Bank transfer (automatic),74.4
8687-BAFGU,1,Electronic check,74
8690-UPCZI,29,Bank transfer (automatic),69.05
8690-ZVLCL,68,Credit card (automatic),88
8695-ARGXZ,34,Electronic check,75.55
8695-WDYEA,1,Mailed check,51.25
8696-JKZNU,37,Electronic check,76.25
8699-ASUFO,7,Mailed check,74.4
8701-DGLVH,51,Mailed check,20.45
8705-DWKTI,52,Credit card (automatic),83.8
8705-WZCYL,1,Electronic check,44.8
8706-HRADD,21,Mailed check,43.55
8707-HOEDG,70,Electronic check,110.2
8707-RMEZH,69,Credit card (automatic),87.3
8708-XPXHZ,42,Electronic check,94.2
8709-KRDVL,33,Electronic check,100
8710-YGLWG,1,Mailed check,44.9
8711-LOBKY,59,Mailed check,19.85
8713-IGZSO,2,Mailed check,24.85
8714-CTZJW,4,Credit card (automatic),82.85
8714-EUHJO,31,Electronic check,91.15
8715-KKTFG,61,Bank transfer (automatic),103.3
8717-VCTXJ,42,Mailed check,19.55
8718-PTMEZ,13,Electronic check,31.05
8720-RQSBJ,1,Electronic check,44
8722-NGNBH,5,Mailed check,40
8722-PRFDV,71,Credit card (automatic),77.55
8725-JEDFD,27,Mailed check,69.05
8727-JQFHV,57,Mailed check,20.75
8727-XDPUD,37,Credit card (automatic),35.8
8728-SKJLR,41,Electronic check,74.25
8731-WBBMB,26,Bank transfer (automatic),81.9
8734-DKSTZ,10,Electronic check,85.95
8734-FNWVH,31,Bank transfer (automatic),59.7
8735-DCXNF,10,Credit card (automatic),54.95
8735-IJJEG,14,Credit card (automatic),50.2
8735-NBLWT,9,Mailed check,20.4
8735-SDUFN,72,Bank transfer (automatic),24.3
8738-JOKAR,42,Mailed check,67.7
8739-QOTTN,2,Mailed check,20.35
8739-WWKDU,25,Electronic check,89.5
8739-XNIKG,5,Electronic check,84
8740-CRYFY,1,Electronic check,78.95
8740-XLHDR,5,Mailed check,43.25
8741-LQOBK,46,Bank transfer (automatic),35.05
8745-PVESG,57,Credit card (automatic),41.1
8746-BFOAJ,21,Bank transfer (automatic),20.5
8746-OQQRW,4,Mailed check,25.25
8747-UDCOI,65,Bank transfer (automatic),19.35
8748-HFWBO,19,Mailed check,19.9
8749-CLJXC,1,Mailed check,20.05
8749-JMNKX,51,Bank transfer (automatic),93.8
8749-TZYEC,72,Credit card (automatic),24.8
8750-QWZAJ,70,Bank transfer (automatic),19.8
8751-EDEKA,28,Credit card (automatic),89.9
8752-GHJFU,71,Electronic check,92
8752-IMQOS,5,Mailed check,20.1
8752-STIVR,4,Electronic check,79
8755-IWJHN,69,Bank transfer (automatic),95.35
8755-OGKNA,57,Bank transfer (automatic),19.5
8756-RDDLT,68,Electronic check,44.95
8757-TFHHJ,1,Credit card (automatic),49.8
8760-ZRHKE,71,Electronic check,69.2
8761-NSOBC,44,Electronic check,100.55
8763-KIAFH,27,Mailed check,20.55
8766-PAFNE,71,Credit card (automatic),79.1
8769-KKTPH,63,Credit card (automatic),99.65
8773-HHUOZ,17,Mailed check,64.7
8774-GSBUN,72,Mailed check,25.4
8775-CEBBJ,9,Bank transfer (automatic),44.2
8775-ERLNB,1,Electronic check,74.3
8775-LHDJH,1,Electronic check,90.6
8777-MBMTS,65,Credit card (automatic),105.85
8777-PVYGU,52,Mailed check,64.3
8778-LMWTJ,9,Electronic check,74.85
8779-QRDMV,1,Electronic check,39.65
8779-YIQQA,21,Mailed check,19.8
8780-IHCRN,63,Credit card (automatic),24.65
8780-IXSTS,6,Electronic check,90.1
8780-RSYYU,25,Credit card (automatic),19.2
8780-YRMTT,66,Mailed check,47.4
8782-LKFPK,44,Mailed check,90.4
8782-NUUOL,60,Mailed check,79
8784-CGILN,18,Bank transfer (automatic),99.85
8785-CJSHH,60,Electronic check,99.8
8785-EPNCG,11,Credit card (automatic),23.15
8788-DOXSU,59,Bank transfer (automatic),61.35
8791-GFXLZ,12,Bank transfer (automatic),49.05
8792-AOROI,8,Mailed check,65.5
8799-OXZMD,28,Mailed check,29.75
8800-JOOCF,12,Electronic check,84.05
8800-ZKRFW,30,Electronic check,107.5
8802-UNOJF,12,Mailed check,83.8
8805-JNRAZ,2,Mailed check,49.2
8806-EAGWC,3,Mailed check,55.15
8807-ARQET,41,Electronic check,40.35
8807-OPMBM,55,Credit card (automatic),25.65
8808-ELEHO,8,Electronic check,81.25
8809-RIHDD,72,Electronic check,103.4
8809-XKHMD,72,Bank transfer (automatic),100.55
8812-ZRHFP,30,Electronic check,86.45
8815-LMFLX,25,Bank transfer (automatic),25.4
8816-VXNZD,1,Electronic check,75.1
8818-DOPVL,46,Electronic check,104.45
8818-XYFCQ,32,Credit card (automatic),99.55
8819-IMISP,31,Electronic check,80.45
8819-WFGGJ,68,Bank transfer (automatic),54.1
8819-ZBYNA,58,Credit card (automatic),109.1
8821-KVZKQ,70,Bank transfer (automatic),58.4
8821-XNHVZ,1,Mailed check,80.05
8822-KNBHV,48,Credit card (automatic),83.45
8823-RLPWL,72,Credit card (automatic),110.65
8824-RWFXJ,3,Mailed check,56.15
8835-VSDSE,2,Electronic check,70.7
8837-VVWLQ,8,Electronic check,84.95
8838-GPHZP,63,Mailed check,20.6
8840-DQLGN,35,Bank transfer (automatic),100.5
8844-TONUD,13,Mailed check,96.65
8845-LWKGE,30,Electronic check,64.5
8847-GEOOQ,60,Bank transfer (automatic),60.2
8849-AYPTR,33,Electronic check,91.25
8849-GYOKR,54,Bank transfer (automatic),106.55
8849-PRIQJ,67,Electronic check,109.4
8851-RAGOV,25,Mailed check,71.05
8853-TZDGH,72,Bank transfer (automatic),111.6
8854-CCVSQ,18,Electronic check,80.65
8857-CUPFQ,63,Mailed check,19.25
8859-AXJZP,39,Mailed check,23.8
8859-DZTGQ,33,Mailed check,20.35
8859-YSTWS,48,Bank transfer (automatic),19.95
8861-HGGKB,10,Electronic check,86.45
8865-TNMNX,10,Mailed check,49.55
8868-GAGIO,45,Mailed check,84.55
8868-WOZGU,28,Electronic check,105.7
8869-LIHMK,64,Bank transfer (automatic),115.1
8869-TORSS,48,Credit card (automatic),60.35
8871-JLMHM,68,Credit card (automatic),90.2
8873-GLDMH,6,Mailed check,73.85
8873-TMKGR,29,Mailed check,19.1
8874-EJNSR,39,Mailed check,25.2
8875-AKBYH,20,Electronic check,84.35
8878-HMWBV,3,Electronic check,49.15
8878-RYUKI,52,Electronic check,59.45
8879-XUAHX,71,Electronic check,116.25
8879-ZKJOF,41,Bank transfer (automatic),79.85
8882-TLVRW,69,Mailed check,39.1
8883-ANODQ,68,Credit card (automatic),84.4
8883-GRDWQ,20,Mailed check,54
8884-ADFVN,7,Electronic check,101.95
8884-FEEWR,35,Bank transfer (automatic),20.6
8884-MRNSU,17,Bank transfer (automatic),19.9
8885-QSQBX,1,Bank transfer (automatic),49.55
8887-IPQNC,7,Mailed check,44.25
8894-JVDCV,62,Credit card (automatic),115.05
8896-BQTTI,1,Mailed check,25
8896-RAZCR,44,Mailed check,19.9
8898-KASCD,39,Mailed check,35.55
8901-HJXTF,12,Mailed check,29.2
8901-UPRHR,72,Bank transfer (automatic),109.2
8902-ZEOVF,47,Mailed check,20.05
8903-WMRNW,15,Electronic check,101.75
8903-XEBGX,2,Electronic check,55.3
8904-OPDCK,54,Bank transfer (automatic),24.95
8905-IAZPF,69,Credit card (automatic),95.65
8908-NMQTX,72,Bank transfer (automatic),65.6
8908-SLFCJ,21,Credit card (automatic),20.85
8909-BOLNL,3,Mailed check,21.2
8910-ICHIU,46,Credit card (automatic),95.65
8910-LEDAG,34,Credit card (automatic),71.55
8914-RBTSB,31,Electronic check,93.8
8915-NNTRC,72,Credit card (automatic),107.7
8917-FAEMR,37,Mailed check,19.85
8917-SZTTJ,60,Credit card (automatic),19.65
8919-FYFQZ,44,Electronic check,30.35
8920-NAVAY,62,Bank transfer (automatic),110.75
8922-LIEGH,25,Electronic check,89.7
8922-NPKBJ,42,Mailed check,19.35
8929-KSWIH,25,Bank transfer (automatic),99.3
8930-XOTDP,18,Mailed check,55.95
8931-GJJIQ,9,Electronic check,83.3
8932-CZHRQ,68,Credit card (automatic),76.75
8937-RDTHP,1,Mailed check,84.6
8938-UMKPI,47,Electronic check,106.4
8942-DBMHZ,12,Mailed check,20.45
8943-URTMR,2,Mailed check,79.65
8944-AILEF,15,Credit card (automatic),19.45
8945-GRKHX,1,Electronic check,78.65
8945-MUQUF,51,Electronic check,94.8
8946-BFWSG,63,Mailed check,25.25
8947-YRTDV,32,Mailed check,94.8
8949-JTMAY,29,Credit card (automatic),98.6
8950-MTZNV,1,Mailed check,44.95
8952-WCVCD,41,Bank transfer (automatic),104.45
8957-THMOA,50,Credit card (automatic),20.15
8958-JPTRR,56,Electronic check,24.3
8961-QDZZJ,57,Electronic check,95
8963-JLGJT,3,Mailed check,55.9
8963-MQVYN,22,Electronic check,20.55
8966-KZXXA,36,Credit card (automatic),25.1
8966-OIQHG,22,Bank transfer (automatic),20.75
8966-SNIZF,70,Bank transfer (automatic),19.45
8967-SZQAS,14,Electronic check,50.45
8969-PRHFK,18,Mailed check,19.65
8970-ANWXO,23,Mailed check,73.75
8972-HJWNV,7,Electronic check,84.55
8974-OVACP,1,Mailed check,20.15
8975-SKGRX,71,Bank transfer (automatic),116.1
8976-OQHGT,4,Mailed check,56.5
8979-CAMGB,64,Electronic check,102.1
8980-WQFWL,35,Electronic check,62.1
8981-FJGLA,11,Mailed check,78
8982-NHAVY,27,Bank transfer (automatic),100.5
8984-EYLLL,64,Electronic check,105.25
8984-HPEMB,71,Electronic check,118.65
8985-OOPOS,1,Credit card (automatic),74.1
8988-ECPJR,34,Mailed check,79.6
8990-YOZLV,69,Mailed check,66.9
8990-ZXLSU,9,Electronic check,69.05
8992-CEUEN,1,Electronic check,18.85
8992-JQYUN,1,Electronic check,50.35
8992-OBVDG,21,Mailed check,61.65
8992-VONJD,13,Electronic check,56
8993-IZEUX,7,Bank transfer (automatic),69.15
8993-PHFWD,3,Electronic check,25.25
8996-ZROXE,57,Electronic check,53.5
8999-BOHSE,11,Bank transfer (automatic),89.7
8999-EXMNO,19,Mailed check,20.15
8999-XXGNS,72,Credit card (automatic),105.75
8999-YPYBV,45,Mailed check,84.35
9000-PLFUZ,60,Credit card (automatic),49.45
9003-CPATH,42,Electronic check,79.9
9013-AQORL,48,Credit card (automatic),45.55
9018-PCIOK,55,Mailed check,64.75
9019-QVLZD,1,Electronic check,79.55
9025-AOMKI,6,Bank transfer (automatic),93.55
9025-ZRPVR,9,Mailed check,18.95
9026-LHEVG,9,Electronic check,40.75
9026-RNUJS,5,Electronic check,50.35
9027-TMATR,43,Electronic check,78.8
9027-YFHQJ,7,Bank transfer (automatic),25.05
9028-LIHRP,71,Credit card (automatic),100.2
9029-FEGVJ,32,Mailed check,79.3
9030-QGZNL,8,Mailed check,20.85
9031-ZVQPT,72,Electronic check,108.2
9033-EOXWV,12,Mailed check,74.05
9036-CSKBW,51,Bank transfer (automatic),107.45
9039-RBEEE,39,Credit card (automatic),48.95
9039-ZVJDC,3,Mailed check,19.1
9040-KZVWO,26,Bank transfer (automatic),75.5
9046-DQMTP,35,Bank transfer (automatic),20.75
9046-JBFWA,27,Mailed check,19.15
9048-JVYVF,3,Electronic check,69.35
9050-IKDZA,2,Mailed check,81.5
9050-QLROH,18,Credit card (automatic),90.7
9052-DHNKM,26,Electronic check,61.55
9052-VKDUW,65,Credit card (automatic),109.4
9053-EJUNL,41,Electronic check,89.2
9053-JZFKV,67,Credit card (automatic),116.2
9054-FOWNV,22,Electronic check,88.75
9055-MOJJJ,64,Mailed check,65.8
9057-MSWCO,27,Credit card (automatic),30.75
9057-SIHCH,3,Electronic check,96.6
9058-CBREO,1,Mailed check,50.55
9058-HRZSV,65,Electronic check,94.4
9058-MJLZC,24,Electronic check,94.6
9060-HJJRW,51,Credit card (automatic),56.4
9061-TIHDA,13,Electronic check,95.25
9063-ZGTUY,61,Mailed check,19.4
9065-ZCPQX,72,Bank transfer (automatic),78.85
9066-QRSDU,69,Electronic check,26.3
9067-SQTNS,44,Bank transfer (automatic),20.6
9067-YGSCA,70,Credit card (automatic),26.05
9068-FHQHD,40,Bank transfer (automatic),20.15
9068-VPWQQ,61,Credit card (automatic),75.35
9069-LGEUL,23,Bank transfer (automatic),59.95
9070-BCKQP,72,Credit card (automatic),110.15
9073-ZZIAY,62,Electronic check,86.1
9074-KGVOX,50,Credit card (automatic),39.45
9076-AXYIK,64,Electronic check,102.1
9079-LWTFD,47,Mailed check,100.75
9079-YEXQJ,54,Electronic check,111.1
9081-WWXKP,47,Credit card (automatic),20.25
9084-OAYKL,58,Mailed check,20.8
9086-YJYXS,34,Bank transfer (automatic),77.2
9087-EYCPR,60,Mailed check,25
9089-UOWJG,12,Credit card (automatic),58.35
9090-SGQXL,68,Electronic check,105.3
9091-WTUUY,64,Mailed check,69.25
9092-GDZKO,22,Credit card (automatic),24.85
9093-FPDLG,11,Electronic check,94.2
9094-AZPHK,15,Electronic check,100.15
9095-HFAFX,5,Credit card (automatic),81
9097-ZUBYC,14,Bank transfer (automatic),48.8
9099-FTUHS,23,Electronic check,54.4
9101-BWFSS,50,Electronic check,108.55
9101-NTIXF,2,Mailed check,19.4
9102-IAYHT,17,Electronic check,85.45
9102-OXKFY,59,Credit card (automatic),54.15
9103-CXVOK,1,Electronic check,19.75
9103-TCIHJ,15,Mailed check,55.7
9107-UKCKY,61,Electronic check,79.8
9108-EJFJP,1,Mailed check,53.55
9108-EQPNQ,10,Credit card (automatic),26.1
9110-HSGTV,69,Credit card (automatic),82.45
9112-WSNPU,35,Electronic check,70.55
9114-AAFQH,48,Electronic check,65.65
9114-DPSIA,72,Credit card (automatic),81
9114-VEPUF,62,Electronic check,96.1
9115-YQHGA,40,Electronic check,51.1
9117-SHLZX,1,Mailed check,45.7
9121-PHQSR,16,Credit card (automatic),85.05
9122-UMROB,1,Mailed check,20.3
9124-LHCJQ,1,Mailed check,85.45
9127-FHJBZ,72,Electronic check,114
9127-QRZMH,44,Bank transfer (automatic),59.85
9128-CPXKI,59,Electronic check,95.8
9129-UXERG,18,Credit card (automatic),103.6
9133-AYJZG,23,Credit card (automatic),98.7
9134-CEQMF,7,Electronic check,89.5
9134-WYRVP,51,Mailed check,86.35
9135-HSWOC,64,Bank transfer (automatic),19.7
9135-MGVPY,69,Mailed check,84.7
9136-ALYBR,1,Mailed check,24.45
9137-NOQKA,2,Electronic check,19.2
9137-UIYPG,35,Electronic check,106.9
9138-EFSMO,26,Bank transfer (automatic),78.95
9139-TWBAS,26,Bank transfer (automatic),47.85
9139-WQQDY,49,Mailed check,100.45
9140-CZQZZ,68,Bank transfer (automatic),79.6
